C3+ 4647.42 0.429 -0.501 0.624 0.681 0.522
C3+ 4650.25 0.429 -0.501 0.624 0.681 0.313
C3+ 4651.47 0.429 -0.501 0.624 0.681 0.104
C3+ 4186.90 0.174 -0.784 4.205 0.720 0.980
